,Unnamed: 0,기준일자,기업명,종목코드,이연법인세부채,분기코드,비유동부채,비지배지분,유형자산의 처분,유동자산,무형자산의 취득,기타포괄손익,유동부채,자본금,유형자산의 취득,현금및현금성자산,재고자산,매출원가,자산총계,비유동자산,무형자산,이자의 지급,유형자산,이자의 수취,매출총이익,부채총계,금융수익,사업년도,분기명,주가코드,분기종가,발행주식수,PSR,GP/A
14,14,20211115,삼성전자,00126380,22487982000000.0,11014,3696390000000,291503000000,390249000000.0,73253025000000,2012016000000,-105283000000,49597918000000,897514000000,25648685000000,3928457000000,13499961000000.0,35634079000000,240684418000000,167431393000000,8989979000000,79260000000.0,96420021000000,225993000000,18285733000000,53294308000000,1408263000000,2021,3분기,005930,71400,1301110006246,1.722915028820286,7.597389624117669
15,15,20220308,삼성전자,00126380,23198205000000.0,11011,4851149000000,871837000000,408560000000.0,73553416000000,2459929000000,-613225000000,53067303000000,897514000000,36021504000000,3918872000000,15973053000000.0,135823433000000,251112184000000,177558768000000,8657456000000,125036000000.0,103667025000000,282918000000,63921272000000,57918452000000,3796979000000,2021,4분기,005930,69500,1301110006246,0.4527136047691327,25.45526504600032
16,16,20220516,삼성전자,00126380,23705374000000.0,11013,4278465000000,236954000000,55545000000.0,81466028000000,863935000000,-116928000000,56799776000000,897514000000,6939519000000,9129795000000,18708199000000.0,39184912000000,259354011000000,177887983000000,8333496000000,50096000000.0,104032562000000,57351000000,17539346000000,61078241000000,1739895000000,2022,1분기,005930,66300,1301110006246,1.5207531390557776,6.7627047418210156
17,17,20220816,삼성전자,00126380,26341382000000.0,11012,4745989000000,178247000000,239039000000.0,76194477000000,1335396000000,-100478000000,50310861000000,897514000000,16286602000000,3079118000000,21390252000000.0,39964268000000,258971297000000,182776820000000,8181534000000,117383000000.0,108381976000000,161320000000,18677020000000,55056850000000,2489143000000,2022,2분기,005930,61000,1301110006246,1.3534441873276386,7.212003884739396
18,18,20221114,삼성전자,00126380,28896279000000.0,11014,5134628000000,361777000000,260949000000.0,73953657000000,2885624000000,-165065000000,48848744000000,897514000000,26103575000000,6965195000000,25680933000000.0,38689379000000,261029078000000,187075421000000,8883979000000,210740000000.0,112946314000000,253051000000,15021662000000,53983372000000,3400924000000,2022,3분기,005930,61900,1301110006246,1.4994814452884537,5.7547849132731494
19,19,20230307,삼성전자,00126380,5111332000000.0,11011,4581512000000,914634000000,288684000000.0,59062658000000,3298378000000,613118000000,46086047000000,897514000000,39160176000000,3921593000000,27990007000000.0,152589393000000,260083750000000,201021092000000,8561424000000,287488000000.0,123266986000000,339560000000,59278090000000,50667559000000,9734299000000,2022,4분기,005930,60700,1301110006246,0.3727678087303855,22.791923755328813
20,20,20230515,삼성전자,00126380,4634692000000.0,11013,17118387000000,267337000000,52599000000.0,67947428000000,1031652000000,-152805000000,46323496000000,897514000000,11093859000000,8414405000000,30485357000000.0,37113489000000,274410387000000,206462959000000,11318579000000,90232000000.0,126355577000000,45168000000,5055190000000,63441883000000,2153358000000,2023,1분기,005930,64500,1301110006246,1.9901404879879447,1.8422006744227215
21,21,20180515,현대자동차,00164742,3233121000000.0,11013,5157419000000,48478000000,20287000000.0,23084566000000,239771000000,4051000000,10914902000000,1488993000000,697658000000,88841000000,2650762000000.0,8059414000000,69903098000000,46818532000000,3674807000000,28761000000.0,22143167000000,64895000000,1613057000000,16072321000000,337034000000,2018,1분기,005380,148500,1101110085450,16.905178386094413,2.3075615332527897
22,22,20180814,현대자동차,00164742,3335720000000.0,11012,5315767000000,117336000000,25850000000.0,23265407000000,523031000000,-139720000000,10618646000000,1488993000000,994441000000,299866000000,2798640000000.0,9075361000000,69954118000000,46688711000000,3672844000000,67717000000.0,22227267000000,150085000000,1911934000000,15934413000000,494858000000,2018,2분기,005380,123000,1101110085450,12.326650054481107,2.733125732497978
23,23,20181114,현대자동차,00164742,3408947000000.0,11014,5667984000000,13613000000,66075000000.0,21962177000000,845982000000,93866000000,9732907000000,1488993000000,1452358000000,104797000000,2762083000000.0,8750012000000,69003201000000,47041024000000,3694345000000,104791000000.0,22328667000000,224726000000,1334993000000,15400891000000,115804000000,2018,3분기,005380,101500,1101110085450,11.082064279906158,1.934682711313639
24,24,20220217,현대자동차,00164742,,11011,4429408000000,94768000000,79133000000.0,22325069000000,1442606000000,-532103000000,12737313000000,1488993000000,1993920000000,194203000000,2863652000000.0,36403490000000,69408737000000,47083668000000,3915129000000,142051000000.0,22904948000000,360805000000,6756618000000,17166721000000,1076260000000,2018,4분기,005380,183500,1101110085450,4.681492008316453,9.734535293445838
25,25,20190515,현대자동차,00164742,3377152000000.0,11013,4661080000000,174371000000,8606000000.0,22073353000000,231578000000,-10290000000,13080655000000,1488993000000,734461000000,108543000000,2830211000000.0,9365142000000,70067950000000,47994597000000,3922206000000,17554000000.0,22742489000000,74732000000,1911790000000,17741735000000,340555000000,2019,1분기,005380,128000,1101110085450,12.4982655688267,2.728479996917278
26,26,20190814,현대자동차,00164742,3390198000000.0,11012,4668572000000,117696000000,12913000000.0,23929191000000,537178000000,17194000000,14195159000000,1488993000000,1011590000000,191729000000,3165390000000.0,10369310000000,72224829000000,48295638000000,3955830000000,37572000000.0,22791449000000,148902000000,2583605000000,18863731000000,590809000000,2019,2분기,005380,127500,1101110085450,10.838605510410204,3.577170116941364
27,27,20191114,현대자동차,00164742,3528142000000.0,11014,4743336000000,47106000000,31276000000.0,21628713000000,903829000000,-20795000000,12933355000000,1488993000000,1393857000000,384531000000,3202662000000.0,9382639000000,71244763000000,49616050000000,4034875000000,50292000000.0,22988350000000,214479000000,1951398000000,17676691000000,466091000000,2019,3분기,005380,124500,1101110085450,12.09526717078169,2.7390055322382083
28,28,20220217,현대자동차,00164742,,11011,5089342000000,295930000000,57168000000.0,22346792000000,1491369000000,-66326000000,15148868000000,1488993000000,1776500000000,382000000000,3065329000000.0,40324396000000,73758825000000,51412033000000,4270089000000,132884000000.0,24413350000000,277444000000,8831297000000,20238210000000,1562521000000,2019,4분기,005380,183500,1101110085450,4.110484225704538,11.973207273841469
