Date,Open,High,Low,Close,Volume,Change,Code,Name,MA_5,fast_%K,slow_%K,slow_%D,RSI,STD,Upper,Lower
2018-02-27,371500,381000,370500,378500,225515,0.02435723951285529,005490,포스코,366800.0,89.79591836734694,56.38823772752344,55.513836456738964,48.0,11815.773355984582,390431.5467119692,343168.4532880308
2018-02-28,370500,371500,360500,361500,285527,-0.044914134742404244,005490,포스코,366300.0,20.408163265306122,49.844870380584666,53.6408817165623,42.10526315789474,10832.334636827183,387964.66927365435,344635.33072634565
2018-03-02,363500,363500,343500,348500,315702,-0.03596127247579528,005490,포스코,364100.0,13.333333333333334,47.51153704725133,51.65126030971895,40.67796610169491,11458.16188069474,387016.3237613895,341183.6762386105
2018-03-05,349000,361500,346000,348500,220885,0.0,005490,포스코,361300.0,13.333333333333334,41.428203713917995,49.24669637413998,42.857142857142854,11777.096416349648,384854.1928326993,337745.8071673007
2018-03-06,355000,357500,347500,348500,183409,0.0,005490,포스코,357100.0,13.333333333333334,30.040816326530614,45.042733039161604,47.682119205298015,10216.440568746673,377532.88113749336,336667.11886250664
2018-03-07,346000,355000,344000,347500,263641,-0.0028694404591105283,005490,포스코,350900.0,14.285714285714285,14.938775510204081,36.752840595697734,38.16793893129771,9678.346694391474,370256.69338878297,331543.30661121703
2018-03-08,351000,358000,347500,358000,301548,0.030215827338129442,005490,포스코,350200.0,72.5,25.357142857142854,31.855295091009374,49.65034965034965,8514.075033977966,367228.15006795595,333171.84993204405
2018-03-09,354000,357000,344000,345000,387238,-0.03631284916201116,005490,포스코,349500.0,5.714285714285714,23.833333333333332,27.119654348225776,38.36477987421383,8486.211726894446,366472.4234537889,332527.5765462111
2018-03-12,350000,356000,345500,353000,236809,0.023188405797101463,005490,포스코,350400.0,64.28571428571429,34.02380952380952,25.638775510204077,43.99999999999999,8471.313823412134,367342.6276468243,333457.3723531757
2018-03-13,348500,356000,348000,353500,190091,0.0014164305949009304,005490,포스코,351400.0,67.85714285714286,44.92857142857142,28.61632653061224,43.67816091954023,8528.743968733454,368457.4879374669,334342.5120625331
2018-03-14,348000,350500,338500,340000,307670,-0.038189533239038176,005490,포스코,349900.0,7.6923076923076925,43.60989010989011,34.35054945054945,37.99999999999999,9365.249315252577,368630.4986305052,331169.5013694948
2018-03-15,340000,343500,335500,337500,216743,-0.007352941176470562,005490,포스코,345800.0,9.30232558139535,30.970355226169175,35.47319192435471,38.775510204081634,10275.769916089888,366351.5398321798,325248.4601678202
2018-03-16,338500,344500,338500,342000,246914,0.01333333333333342,005490,포스코,345200.0,31.70731707317073,36.16896149794618,37.94031755727728,39.69849246231156,10739.62167323447,366679.24334646895,323720.75665353105
2018-03-19,345500,354500,341500,343000,305657,0.0029239766081872176,005490,포스코,343200.0,36.58536585365854,30.628891811535034,37.26133401482238,35.82887700534759,10907.837597463064,365015.67519492615,321384.32480507385
2018-03-20,343500,348000,339000,340500,239582,-0.007288629737609353,005490,포스코,340600.0,26.31578947368421,22.3206211348433,32.73974395607676,28.160919540229884,11111.249633639321,362822.49926727865,318377.50073272135
2018-03-21,339500,346000,339000,345500,186907,0.014684287812041008,005490,포스코,341700.0,52.63157894736842,31.308475385855445,30.279461011269824,39.33333333333333,10911.455834170345,363522.9116683407,319877.0883316593
2018-03-22,348000,351000,340000,340500,258138,-0.01447178002894356,005490,포스코,342300.0,12.5,31.94801026957638,30.47499201995127,44.02985074626866,10853.207141815525,364006.414283631,320593.585716369
2018-03-23,334500,336000,320000,321500,450499,-0.05580029368575623,005490,포스코,338200.0,4.3478260869565215,26.476112072333535,28.53642213482874,34.30232558139535,12513.67672841023,363227.3534568205,313172.6465431795
2018-03-26,325000,333000,322000,328000,318415,0.02021772939346822,005490,포스코,335200.0,25.806451612903224,24.32032922418247,27.27470961735823,38.91891891891892,12960.948430208506,361121.89686041704,309278.10313958296
2018-03-27,335000,345500,333500,345500,368550,0.05335365853658547,005490,포스코,336200.0,82.25806451612904,35.50878423267144,29.912342236923855,49.08256880733945,11885.722306062862,359971.44461212575,312428.55538787425
2018-03-28,335000,338000,332000,335000,164541,-0.03039073806078152,005490,포스코,334100.0,48.38709677419355,34.659887798036465,30.58262471936006,39.449541284403665,9410.380606431027,352920.76121286204,315279.23878713796
2018-03-29,333500,337500,326000,337000,187759,0.005970149253731405,005490,포스코,333400.0,66.66666666666666,45.49322113136979,33.29166689171874,45.91836734693878,8592.032723156264,350584.06544631254,316215.93455368746
2018-03-30,334000,336000,324500,325500,247665,-0.03412462908011871,005490,포스코,334200.0,14.893617021276595,47.60237931823381,37.5169203408988,36.45320197044335,9315.345291224345,352830.6905824487,315569.3094175513
2018-04-02,324500,332500,324500,327500,164983,0.006144393241167334,005490,포스코,334100.0,14.285714285714285,45.29823185279602,41.71250086662151,37.37864077669904,9693.289865729357,353486.57973145874,314713.42026854126
2018-04-03,326000,327000,321500,325000,143539,-0.007633587786259555,005490,포스코,330000.0,21.21212121212121,33.08904319199446,41.22855265848611,41.84782608695652,10116.297429603852,350232.5948592077,309767.4051407923
2018-04-04,322000,324000,316500,317500,227865,-0.023076923076923106,005490,포스코,326500.0,4.761904761904762,24.3640047895367,39.169376056786156,39.69072164948453,11055.958146009552,348611.91629201913,304388.08370798087
2018-04-05,318000,321500,316500,318500,236533,0.0031496062992126816,005490,포스코,322800.0,10.256410256410255,13.08195350748542,32.687122532009276,37.43315508021391,10830.360590779754,344460.7211815595,301139.2788184405
2018-04-06,319000,323500,316500,319000,273644,0.0015698587127157548,005490,포스코,321500.0,15.625,13.2282301032301,25.81229268900854,37.09677419354839,11254.794300067933,344009.5886001359,298990.4113998641
2018-04-09,317500,317500,310000,313000,286966,-0.018808777429467072,005490,포스코,318600.0,17.647058823529413,13.900499010793126,19.53274612060796,35.751295336787564,11398.839968680091,341397.67993736017,295802.32006263983
2018-04-10,312000,325000,310000,324500,387151,0.036741214057508076,005490,포스코,318500.0,96.66666666666667,28.991408101702216,18.713219102549512,39.80582524271844,10426.781054471925,339353.5621089438,297646.4378910562
2018-04-11,329000,333500,324500,326500,258804,0.006163328197226425,005490,포스코,320300.0,70.2127659574468,42.081580340810625,22.256734212804297,43.00000000000001,10271.44739454705,340842.8947890941,299757.1052109059
2018-04-12,326000,327500,319000,321500,279808,-0.015313935681470103,005490,포스코,320900.0,48.93617021276596,49.81753233208177,29.603849977723563,50.0,10332.753237820225,341565.50647564046,300234.49352435954
2018-04-13,325000,332500,324500,327500,209612,0.018662519440124425,005490,포스코,322600.0,74.46808510638297,61.58614935335836,39.27543382774922,49.707602339181285,9936.47586579765,342472.9517315953,302727.0482684047
2018-04-16,330000,332000,321500,325000,135924,-0.007633587786259555,005490,포스코,325000.0,63.829787234042556,70.822695035461,50.659873032682796,35.460992907801426,9415.098456594533,343830.1969131891,306169.8030868109
2018-04-17,322500,333000,322500,333000,220848,0.024615384615384706,005490,포스코,326700.0,96.55172413793103,70.79970652971386,59.02153271828513,48.52941176470589,9042.443777745295,344784.8875554906,308615.1124445094
2018-04-18,332000,349500,329000,349500,461637,0.04954954954954949,005490,포스코,331300.0,100.0,76.7571533382245,65.9566473177679,57.57575757575757,9486.694283102677,350273.38856620534,312326.61143379466
2018-04-19,355000,359500,349000,355000,310011,0.01573676680972813,005490,포스코,338000.0,88.1578947368421,84.60149824303974,72.91344049995948,69.28104575163398,10932.177276279428,359864.35455255886,316135.64544744114
2018-04-20,354500,355000,345000,349500,157262,-0.015492957746478853,005490,포스코,342400.0,73.68421052631578,84.44472332702628,77.48515529469307,63.75,11716.244907684466,365832.48981536896,318967.51018463104
2018-04-23,350000,357000,347000,350000,182375,0.0014306151645206988,005490,포스코,347400.0,74.32432432432432,86.54363074508265,80.6293424366174,66.02564102564102,12507.339950268359,372414.6799005367,322385.3200994633
2018-04-24,354000,357500,350000,354000,175757,0.011428571428571344,005490,포스코,351600.0,81.9672131147541,83.62672854044726,83.19474683876408,74.49664429530202,13144.34038704591,377888.6807740918,325311.3192259082
2018-04-25,357500,359000,352500,359000,219208,0.01412429378531077,005490,포스코,353500.0,96.55172413793103,82.93707336803348,84.43073084472589,75.79617834394904,14488.289281892088,382476.5785637842,324523.4214362158
2018-04-26,359000,363000,355500,358500,190113,-0.0013927576601671099,005490,포스코,354200.0,75.0,80.30549442066506,83.57153008025094,75.1592356687898,15566.051962016896,385332.1039240338,323067.8960759662
2018-04-27,358500,360000,350500,351000,239939,-0.02092050209205021,005490,포스코,354500.0,25.0,70.56865231540189,80.79631587792608,73.75,15876.579904805807,386253.1598096116,322746.8401903884
2018-04-30,359500,378500,357000,372500,357719,0.061253561253561184,005490,포스코,359000.0,78.94736842105263,71.49326113474756,77.78624195585905,76.66666666666666,17793.40504675521,394586.81009351043,323413.18990648957
2018-05-02,371000,380500,363000,372500,310219,0.0,005490,포스코,362700.0,73.33333333333333,69.7664851784634,75.01419328346228,76.13636363636363,19155.097576308333,401010.19515261665,324389.80484738335
2018-05-03,379000,380000,359500,360500,209702,-0.03221476510067112,005490,포스코,363000.0,33.33333333333333,57.122807017543856,69.85134001336435,70.52631578947368,18923.304345922767,400846.60869184555,325153.39130815445
2018-05-04,356000,371500,353500,367500,210619,0.01941747572815533,005490,포스코,364800.0,56.666666666666664,53.45614035087719,64.48146919940677,70.83333333333333,18889.202568774806,402578.4051375496,327021.5948624504
2018-05-08,361500,365000,358000,359000,248820,-0.023129251700680253,005490,포스코,366400.0,20.37037037037037,52.53021442495126,60.87378162131665,66.66666666666666,18153.204008920067,402706.4080178401,330093.5919821599
2018-05-09,359000,359500,350500,350500,196712,-0.0236768802228412,005490,포스코,362000.0,0.0,36.74074074074074,53.923277542515294,58.536585365853654,16361.942363140586,394723.88472628116,329276.11527371884
2018-05-10,353000,360000,350000,359500,224085,0.02567760342368053,005490,포스코,359400.0,31.666666666666664,28.40740740740741,45.65146198830409,55.26315789473684,15527.225664686617,390454.45132937323,328345.54867062677
2018-05-11,358500,366500,357500,358000,150948,-0.004172461752433909,005490,포스코,358900.0,37.2093023255814,29.18260120585702,40.06342082596672,51.64835164835165,14575.822627322108,388051.6452546442,329748.3547453558
2018-05-14,363000,372000,360000,371000,229020,0.036312849162011274,005490,포스코,359600.0,95.45454545454545,36.94017696343278,36.76022814847785,60.91370558375634,13331.896852444046,386263.7937048881,332936.2062951119
2018-05-15,373500,376000,366000,370500,215779,-0.0013477088948786742,005490,포스코,361900.0,78.84615384615384,48.63533365858947,35.98125199520548,60.40609137055837,12229.601706299904,386359.2034125998,337440.7965874002
2018-05-16,360000,370000,359000,363000,157874,-0.020242914979757054,005490,포스코,364400.0,50.0,58.63533365858947,40.360170578775225,54.41176470588235,9826.655478581371,384053.31095716276,344746.68904283724
2018-05-17,368500,371500,359000,360000,177278,-0.008264462809917328,005490,포스코,364500.0,13.513513513513514,55.00470302795884,45.67962970288552,50.5,7835.311433705374,380170.62286741077,348829.37713258923
2018-05-18,359000,365000,358000,360500,166030,0.001388888888888884,005490,포스코,365000.0,13.88888888888889,50.34062034062034,49.911233529838185,51.0,7470.292039665579,379940.58407933114,350059.41592066886
2018-05-21,359500,366000,356000,361000,185030,0.001386962552011095,005490,포스코,363000.0,25.0,36.249711249711254,49.773140387093875,55.376344086021504,7374.56510760546,377749.1302152109,348250.8697847891
2018-05-23,355000,358000,350000,352500,253857,-0.023545706371191133,005490,포스코,359400.0,11.627906976744185,22.806061875829318,44.60728603054184,37.5,7168.828723240222,373737.6574464805,345062.3425535195
2018-05-24,356500,358500,354000,357000,154721,0.012765957446808418,005490,포스코,358200.0,32.55813953488372,19.317689782806063,36.74375725538516,40.828402366863905,6787.372175785536,371774.7443515711,344625.2556484289
2018-05-25,352500,355000,344500,346000,264285,-0.03081232492997199,005490,포스코,355400.0,6.976744186046512,18.010335917312663,29.344883833255928,41.31736526946108,7421.519208923279,370243.03841784655,340556.96158215345
2018-05-28,353000,359500,352500,354000,219204,0.023121387283236983,005490,포스코,354100.0,44.18604651162791,24.069767441860467,24.090713253503953,42.01183431952663,7557.672991908804,369215.3459838176,338984.6540161824
2018-05-29,352500,353500,349000,349000,125714,-0.01412429378531077,005490,포스코,351700.0,30.0,25.069767441860467,21.854724491933794,43.82716049382716,7961.213541453831,367622.42708290764,335777.57291709236
2018-05-30,344500,345000,337500,342000,266614,-0.02005730659025784,005490,포스코,349600.0,20.454545454545457,26.835095137420716,22.660531144252076,44.65408805031447,8703.107430531047,367006.2148610621,332193.7851389379
2018-05-31,342500,345500,337000,339500,447359,-0.007309941520467822,005490,포스코,346100.0,11.11111111111111,22.5456894526662,23.306131078224105,36.3013698630137,9188.486789111726,364476.97357822343,327723.02642177657
2018-06-01,340000,346500,339500,339500,150102,0.0,005490,포스코,344800.0,11.11111111111111,23.372562837679116,24.378576462297396,37.06293706293707,9347.776262439551,363495.5525248791,326104.4474751209
2018-06-04,345500,352500,343500,352500,176666,0.038291605301914666,005490,포스코,344500.0,93.93939393939394,33.32323232323232,26.22926943857176,37.06293706293707,9317.32257679194,363134.6451535839,325865.3548464161
2018-06-05,353000,356500,350500,352500,167763,0.0,005490,포스코,345200.0,79.48717948717949,43.22066822066822,29.859449594333313,37.323943661971825,8905.756565278261,363011.5131305565,327388.4868694435
2018-06-07,370000,370500,363000,368000,268336,0.04397163120567371,005490,포스코,350400.0,92.53731343283582,57.63722181632629,36.019874930114426,53.164556962025316,9341.86248757917,369083.72497515834,331716.27502484166
2018-06-08,364000,367500,359000,360000,166314,-0.021739130434782594,005490,포스코,354500.0,66.12903225806451,68.64080604571697,45.23889824872459,50.0,9325.121700913014,373150.243401826,335849.756598174
2018-06-11,363000,374500,362000,372000,239269,0.03333333333333344,005490,포스코,361000.0,91.93548387096774,84.8056805976883,57.52552180072642,56.02094240837696,9981.92445320392,380963.84890640783,341036.15109359217
2018-06-12,373000,375000,364000,366000,155256,-0.016129032258064502,005490,포스코,363700.0,63.26530612244898,78.6708630342993,66.59504794293983,52.47524752475248,10206.132057686887,384112.2641153738,343287.7358846262
2018-06-14,368000,369500,361000,369500,395092,0.0095628415300546,005490,포스코,367100.0,65.625,75.89842713686342,73.13059972617886,58.85416666666666,10101.458987899083,387302.9179757982,346897.0820242018
2018-06-15,374500,374500,363000,365000,233528,-0.012178619756427644,005490,포스코,366500.0,37.5,64.89096445029625,74.58134825297284,54.166666666666664,9777.087877707641,386054.1757554153,346945.8242445847
2018-06-18,359000,363000,353000,356000,195011,-0.024657534246575352,005490,포스코,365700.0,13.636363636363635,54.39243072595608,71.73167318902067,55.319148936170215,9655.75230790308,385011.50461580616,346388.49538419384
2018-06-19,352500,357500,336500,340000,299004,-0.0449438202247191,005490,포스코,359300.0,9.090909090909092,37.82351576994434,62.33524022347187,43.13725490196077,10250.641828428777,379801.28365685756,338798.71634314244
2018-06-20,347000,349000,338500,342500,206123,0.007352941176470562,005490,포스코,354600.0,15.789473684210526,28.32834928229665,52.26673747307135,46.73366834170854,10539.992759410132,375679.98551882023,333520.01448117977
2018-06-21,342500,345500,339000,339000,181774,-0.010218978102189746,005490,포스코,348500.0,6.578947368421052,16.519138755980862,40.39087979689484,48.4375,10936.26872768805,370372.5374553761,326627.4625446239
2018-06-22,336500,343500,334500,343500,190144,0.01327433628318575,005490,포스코,344200.0,31.57894736842105,15.33492822966507,30.479672552768598,52.0408163265306,11146.482806130622,366492.96561226127,321907.03438773873
2018-06-25,349000,357500,347500,354000,214631,0.03056768558951961,005490,포스코,343800.0,84.78260869565217,29.56417724152278,25.514021855881943,56.68202764976959,11105.327076393625,366010.65415278723,321589.34584721277
2018-06-26,347000,349500,340500,342000,232791,-0.03389830508474578,005490,포스코,344200.0,32.608695652173914,34.267734553775746,24.802865612648223,45.116279069767444,11263.909529765144,366727.8190595303,321672.1809404697
2018-06-27,340000,343500,330000,331000,292426,-0.032163742690058506,005490,포스코,341900.0,3.6363636363636362,31.83711254420637,25.504618265030167,40.92827004219409,12217.626395369904,366335.2527907398,317464.7472092602
2018-06-28,336500,337000,321000,322000,267029,-0.027190332326283984,005490,포스코,338500.0,2.73972602739726,31.069268276001605,28.41464416903431,29.464285714285708,13852.868788962376,366205.73757792474,310794.26242207526
2018-06-29,326500,329500,319500,329000,235902,0.021739130434782705,005490,포스코,335600.0,25.0,29.753478802317396,31.298354283564777,36.036036036036045,14527.899656214937,364655.79931242985,306544.20068757015
2018-07-02,326500,328500,313500,315000,241273,-0.04255319148936165,005490,포스코,327800.0,4.166666666666666,13.630290396520298,28.111576914564285,24.778761061946895,16310.23250019827,360420.46500039654,295179.53499960346
2018-07-03,319000,321000,306500,314000,227575,-0.0031746031746031633,005490,포스코,322200.0,20.27027027027027,11.16260532013957,23.49055106783705,25.925925925925924,17922.54901396262,358045.09802792524,286354.90197207476
2018-07-04,310500,313500,303500,305000,200106,-0.0286624203821656,005490,포스코,317000.0,4.477611940298507,11.330854980926544,19.38929955518108,21.58590308370043,20122.257904069633,357244.5158081393,276755.4841918607
2018-07-05,304500,309000,303500,309000,131409,0.013114754098360715,005490,포스코,314400.0,21.153846153846153,15.013679006216325,16.178181701224027,25.221238938053105,21493.496568423678,357386.99313684733,271413.00686315267
2018-07-06,311500,317000,310000,312500,193347,0.01132686084142387,005490,포스코,311100.0,36.0,17.213679006216324,13.67022174200381,29.767441860465112,21559.647980721536,354219.2959614431,267980.7040385569
2018-07-09,308000,308000,297500,305000,248095,-0.02400000000000002,005490,포스코,309100.0,31.914893617021278,22.763324396287242,15.4968285419572,32.32323232323233,22282.63425795261,353665.26851590525,264534.73148409475
2018-07-10,311500,315000,306000,309000,161295,0.013114754098360715,005490,포스코,308100.0,58.97435897435898,30.504142137104985,19.365135905350286,33.33333333333333,21452.45661309775,351004.9132261955,265195.0867738045
2018-07-11,306500,313500,304000,312000,161239,0.009708737864077666,005490,포스코,309500.0,74.35897435897436,44.48041462084016,25.995047833333008,36.50000000000001,20517.9638879023,350535.9277758046,268464.0722241954
2018-07-12,313000,316500,311000,311000,302563,-0.0032051282051281937,005490,포스코,309900.0,69.23076923076923,54.09579923622478,33.81147187933469,33.160621761658035,18801.088294368274,347502.17658873653,272297.82341126347
2018-07-13,314000,324000,310000,316500,181459,0.01768488745980701,005490,포스코,310700.0,71.69811320754717,61.2354218777342,42.61582045363827,29.508196721311478,16772.15737935628,344244.31475871254,277155.68524128746
2018-07-16,316000,321000,312500,315000,150462,-0.004739336492891044,005490,포스코,312700.0,55.00000000000001,65.85244315432995,51.23364420524681,33.33333333333333,15273.902751528783,343247.80550305755,282152.19449694245
2018-07-17,315000,322500,313500,319000,161147,0.012698412698412653,005490,포스코,314700.0,75.0,69.05757135945817,58.94433004971745,41.89189189189189,14782.99164936732,344265.98329873465,285134.01670126535
2018-07-18,320000,323500,317500,319000,128285,0.0,005490,포스코,316100.0,64.28571428571429,67.04291934480615,63.45683099451064,47.692307692307686,14006.459975762344,344112.9199515247,288087.0800484753
2018-07-19,318000,318000,311000,314500,194271,-0.014106583072100332,005490,포스코,316800.0,32.142857142857146,59.62533692722373,64.56273853271044,38.4,13419.938034212613,343639.87606842525,289960.12393157475
2018-07-20,310000,310500,304500,306000,191024,-0.027027027027026973,005490,포스코,314700.0,7.894736842105263,46.86466165413535,61.68858648799066,42.10526315789473,12539.909971976052,339779.8199439521,289620.1800560479
2018-07-23,308000,320000,308000,317000,245924,0.03594771241830075,005490,포스코,315100.0,65.78947368421053,49.02255639097744,58.32260913532017,52.23880597014925,9251.2801390147,333602.5602780294,296597.4397219706
2018-07-24,317500,332000,312500,325000,353549,0.025236593059936974,005490,포스코,316300.0,74.54545454545455,48.931647300068356,54.2974243234422,65.15151515151516,7336.417812242642,330972.8356244853,301627.1643755147
2018-07-25,323000,334500,323000,329000,183458,0.012307692307692353,005490,포스코,318300.0,81.66666666666667,52.40783777625884,51.37040800973274,65.15151515151516,7122.009991272907,332544.0199825458,304055.9800174542
2018-07-26,330500,331000,325000,329500,213674,0.001519756838905817,005490,포스코,321300.0,83.33333333333334,62.64593301435407,51.974527227158816,63.492063492063494,7673.604793466849,336647.2095869337,305952.7904130663
2018-07-27,329000,329500,321500,329000,174727,-0.0015174506828528056,005490,포스코,325900.0,79.24528301886792,76.9160422497066,57.98480334627307,71.42857142857143,7673.604793466849,341247.2095869337,310552.7904130663
