,Name,Date,Open,High,Low,Close,Volume,Change,Code,MA_5,fast_%K,slow_%K,slow_%D,RSI,STD,Upper,Lower,Score,label,Predict,Prob_1,fast_10,pos_score,pos_title,neg_score,neg_title,MA_10
1751,현대차,2019-11-21,124000,124500,123000,124500,724349,0.0,5380,125100.0,50.0,63.99999999999998,62.93333333333332,52.631578947368425,1197.3105827549768,127494.62116550996,122705.37883449004,0.9,0,0,0.39452365,50.0,0.857,한화에어로스페이스 내년 수주 풍년 기대 매수 현대차,0.452,현대차 10월 들어 러시아 시장에서 주춤,124750.0
1752,현대차,2019-11-22,124000,125500,123500,123500,707333,-0.0080321285140562,5380,124700.0,16.666666666666664,51.333333333333314,62.39999999999999,47.61904761904762,1197.3105827549768,127094.62116550996,122305.37883449004,1.0,0,0,0.2794962,16.666666666666664,0.917,현대 수소전기트럭 올해의 혁신상 ,,,124700.0
1753,현대차,2019-11-25,124000,125500,123500,125000,640837,0.0121457489878542,5380,124500.0,66.66666666666666,44.66666666666664,57.19999999999999,50.0,1064.9932048205358,126629.98640964107,122370.01359035893,1.0,0,0,0.495728,66.66666666666666,0.889,현대 기아차 주력 차종 북미 올해의 차 최종 후보에 올라,,,124850.0
1754,현대차,2019-11-26,124500,125500,122500,122500,1854318,-0.02,5380,124000.0,0.0,34.66666666666664,51.333333333333314,45.833333333333336,1064.9932048205358,126129.98640964107,121870.01359035893,0.7333,0,0,0.22845799,0.0,0.889, 홀린 현대기아차 삼총사,0.8, 시그널 현대차 등급 하락에 금융계열사 신용등급 줄줄이 강등,124550.0
1755,현대차,2019-11-27,123000,124000,123000,123500,697261,0.0081632653061225,5380,123800.0,33.33333333333333,33.3333333333333,45.59999999999998,50.0,1005.2493798991384,125810.49875979828,121789.50124020172,0.875,0,0,0.39094275,28.57142857142857,0.857, 밀레니얼 세대 공략 통했다 현대 기아 세단 신차 흥행 돌풍,0.735,결국 내린 현대 기아차 신용등급 무더기 강등 현실화되나,124450.0
1756,현대차,2019-11-28,123500,125000,123000,124000,742295,0.0040485829959513,5380,123700.0,50.0,33.3333333333333,39.46666666666665,50.0,864.5047258695387,125429.00945173908,121970.99054826092,0.75,0,0,0.4140626,42.85714285714285,0.789,현대차 아세안 시장서 일본과 경쟁 상승 마감,0.714,한기평 현대차 기아차 신용등급 한단계씩 낮춰,124400.0
1757,현대차,2019-11-29,123500,124500,120000,121000,1016506,-0.0241935483870967,5380,123200.0,18.181818181818183,33.63636363636361,35.9272727272727,41.935483870967744,1136.7080817677074,125473.4161635354,120926.5838364646,0.6923,0,0,0.26875848,16.666666666666664,0.867,시총 5위 놓고 현대차 VS 삼바 엎치락 뒤치락,0.75,나이스신평 현대캐피탈 현대카드 신용등급 하향,123950.0
1758,현대차,2019-12-02,121000,121500,118500,121500,862135,0.0041322314049587,5380,122500.0,42.85714285714285,28.87445887445885,32.76883116883115,35.71428571428572,1282.2164198630978,125064.4328397262,119935.5671602738,0.8182,0,0,0.45202705,40.0,0.889,현대글로비스 PCC 성장 북미 시장 호조 기대 목표가상승,0.833,한화투자 현대 기아차 신용등급 하락 수익성 부진 이어질 것 ,123500.0
1759,현대차,2019-12-03,120000,121500,119000,121500,849994,0.0,5380,122300.0,46.15384615384615,38.10522810522808,33.45654345654343,38.46153846153846,1377.449970434767,125054.89994086954,119545.10005913046,0.6842,0,0,0.46205437,42.85714285714285,0.85,현대 기아차 SUV 강화로 내년 북미시장도 호조 예상,0.667,현대차 11월 국내외 시장에서 39만2247대 판매 전년동월비 2 8 하락,123150.0
1760,현대차,2019-12-04,120000,124000,120000,122000,1498918,0.0041152263374486,5380,122000.0,53.84615384615385,42.20779220779219,35.23143523143521,40.74074074074074,1437.0565677611555,124874.1131355223,119125.8868644777,1.0,0,1,0.5779538,50.0,0.889,현대차 11월 판매량 6 상승 기아차는 12 상승 부활 가속페달 ,,,122900.0
1761,현대차,2019-12-05,121500,122500,117500,118000,1560647,-0.0327868852459016,5380,120800.0,7.142857142857142,33.63636363636361,35.29204129204128,27.272727272727263,1933.0913339160268,124666.18266783204,116933.81733216796,1.0,0,0,0.23145545,6.25,0.875,현대기아차 서 쾌속질주 덩치 SUV 형제의 힘,,,122250.0
1762,현대차,2019-12-06,118500,119500,118000,118500,1504634,0.0042372881355932,5380,120300.0,15.384615384615383,33.07692307692305,35.18015318015316,27.272727272727263,2227.076204589933,124754.15240917986,115845.84759082014,1.0,1,0,0.34530517,12.5,0.84, 힘낸 큰형들 현대 기아차 지난달 판매량 10 4 상승,,,121750.0
1763,현대차,2019-12-09,119500,120500,119000,119500,902113,0.0084388185654007,5380,119900.0,30.76923076923077,30.65934065934064,35.53712953712952,33.33333333333333,2375.727035533854,124651.45407106772,115148.54592893228,0.7895,1,0,0.42080662,25.0,0.933,현대 기아차 팰 텔 타고 질주,0.786, 단독 와이파이 때문에 집회 연 현대차노조,121200.0
1764,현대차,2019-12-10,119500,120500,119000,120000,784383,0.0041841004184099,5380,119600.0,38.46153846153847,29.120879120879103,33.740259740259724,36.36363636363636,2392.4222475400024,124384.84449508,114815.15550492,0.75,1,0,0.44750938,33.33333333333333,0.857,현대차 이웃돕기 성금 250억원 기탁,0.75,현대 공장서 근무 시간 와이파이 금지하자 노조 단협 위반 특근 거부 ,120950.0
1765,현대차,2019-12-11,120500,120500,119000,119000,1015977,-0.0083333333333333,5380,119000.0,30.0,24.35164835164833,30.16903096903095,34.28571428571429,2494.599429926075,123989.19885985216,114010.80114014784,0.68,1,0,0.41389677,20.0,0.923,현대차 두바이 택시 시장에 쏘나타 하이브리드 1 200여대 공급,0.8,현대차 현장 와이파이 사용 제한 에 노조 반발,120500.0
1766,현대차,2019-12-12,119500,120500,119000,120000,5201616,0.0084033613445377,5380,119400.0,80.0,38.923076923076906,31.226373626373608,39.99999999999999,2505.257629361039,124410.51525872208,114389.48474127792,0.6087,1,1,0.65081334,35.714285714285715,0.9,현대차 두바이서 쏘나타 하이브리드 택시 대량 수주,0.833,현대차 노조 반발에 생산라인 와이파이 제한 유보,120100.0
1767,현대차,2019-12-13,121500,122500,119500,121000,1058172,0.0083333333333333,5380,119900.0,57.14285714285714,47.274725274725256,34.06593406593405,38.23529411764706,2397.7785771962253,124695.55715439245,115104.44284560755,0.9048,1,1,0.5364554,53.84615384615385,0.955,현대차 그랩 아이오닉 전기차로 차량 호출 서비스 시동 ,0.674,현대중 한때 무파업 모범이었는데 이젠 현대차 본받을 판,120100.0
